Geo_Code,Region,Province,Province - Postal,Latitude,Longitude,English and French, English only,French only,Neither English nor French,Average number of children at home per census family,Average number of persons in private households,Average number of persons per census family,Census-family households,Number of census family persons,Population in 2011,Total Private dwellings occupied by usual residents,Total children in census families in private households,Total couple families by family structure and number of children,Total number of census families in private households: note 7,Total number of census families in private households: note 8,Total number of persons aged 65 years and over in private households,Total number of persons in private households,Total private dwellings
B0T,Queens County (Shelburne),Nova Scotia,NS,44.0802,-65.1175,600,14455,0,5,0.7,2.2,2.6,4765,12595,15322,6756,3615,4145,4835,4835,3205,15015,9104
B0V,Digby Neck (Digby),Nova Scotia,NS,44.5297,-65.95,455,5370,5,5,0.8,2.2,2.6,1745,4660,5923,2686,1455,1445,1765,1765,1170,5780,3318
B0W,Southwest Mainland (Weymouth),Nova Scotia,NS,44.0486,-65.7547,12515,18600,160,25,0.8,2.3,2.7,9815,26710,31530,13438,8135,8590,9995,9990,5860,31230,16032
B1A,Glace Bay,Nova Scotia,NS,46.197,-59.957,295,15710,0,5,1,2.3,2.7,4595,12985,16273,6883,4840,3390,4750,4755,3115,15975,7301
B1B,Port Morien,Nova Scotia,NS,46.1174,-59.9144,35,1250,0,0,0.8,2.3,2.6,420,1110,1285,562,325,360,425,430,320,1280,647
B1C,Louisbourg,Nova Scotia,NS,45.9485,-59.9737,90,1785,0,5,0.9,2.4,2.7,590,1605,1884,801,520,485,600,600,390,1880,937
B1E,Reserve Mines,Nova Scotia,NS,46.1845,-60.0166,40,1665,0,0,1.1,2.4,2.7,490,1410,1708,705,540,360,510,510,300,1700,757
B1G,Dominion,Nova Scotia,NS,46.2168,-60.0151,55,1935,0,0,1,2.4,2.7,590,1650,1991,832,610,440,610,605,395,1990,891
B1H,New Waterford,Nova Scotia,NS,46.2501,-60.0817,295,9620,0,0,1,2.3,2.7,2940,8250,10004,4225,3040,2170,3040,3045,1870,9910,4550
B1J,East Bay,Nova Scotia,NS,45.9834,-60.3652,65,955,0,0,0.6,2.2,2.5,340,865,1031,469,220,305,340,340,260,1020,658
B1K,Marion Bridge,Nova Scotia,NS,45.9668,-60.2318,165,2970,0,5,0.8,2.4,2.7,1005,2740,3138,1327,820,895,1030,1030,680,3135,2095
B1L,Sydney Southwest,Nova Scotia,NS,46.0627,-60.2045,415,4575,0,5,1,2.6,2.8,1540,4445,4992,1927,1575,1310,1560,1565,740,4980,2001
B1M,Sydney East,Nova Scotia,NS,46.127,-60.0696,65,1300,0,5,1,2.5,2.8,400,1160,1380,516,390,360,415,410,200,1300,547
B1N,Sydney North,Nova Scotia,NS,46.1975,-60.1559,225,5590,0,0,1.1,2.4,2.7,1700,4805,5893,2436,1920,1125,1755,1755,1005,5790,2640
B1P,Sydney North Central,Nova Scotia,NS,46.1093,-60.2285,810,13505,10,10,1,2.1,2.7,3870,10765,14453,6654,3935,2860,3970,3975,2795,14250,7309
B1R,Sydney West,Nova Scotia,NS,46.1249,-60.2595,365,3955,10,10,1,2.5,2.8,1310,3765,4348,1723,1305,1120,1340,1340,750,4290,1790
B1S,Sydney Central,Nova Scotia,NS,46.1109,-60.2092,500,7605,5,20,1,2.3,2.8,2240,6420,8785,3561,2320,1810,2290,2290,1600,8070,3849
B1T,Christmas Island,Nova Scotia,NS,45.9668,-60.7152,10,360,0,0,0.9,2.1,2.7,105,290,368,176,90,90,105,105,75,365,426
B1V,North Sydney North,Nova Scotia,NS,46.2437,-60.2313,205,6150,0,0,1.1,2.3,2.8,1830,5215,6428,2709,2000,1320,1900,1895,1210,6345,2845
B1W,Eskasoni,Nova Scotia,NS,45.9328,-60.6438,30,3195,0,25,2.1,3.7,3.5,685,2785,3252,888,1650,350,785,780,105,3250,939
B1X,Big Bras d'Or,Nova Scotia,NS,46.224,-60.4991,35,810,0,0,0.9,2.3,2.7,260,730,849,362,230,230,265,265,190,850,591
B1Y,Alder Point,Nova Scotia,NS,46.2343,-60.3577,185,6010,0,0,0.9,2.5,2.7,1915,5420,6199,2511,1855,1580,1985,1985,1060,6200,2814
B2A,North Sydney South Central,Nova Scotia,NS,46.1169,-60.3769,275,7805,0,5,1,2.3,2.7,2395,6690,8292,3460,2365,1875,2455,2450,1620,8045,3690
B2C,Iona,Nova Scotia,NS,45.9948,-60.8421,5,295,0,0,0.9,2.3,2.7,85,245,300,130,85,75,85,85,60,295,190
B2E,Loch Lomond,Nova Scotia,NS,45.7501,-60.6152,,,,,,,,,,36,15,,,,,,,65
B2G,Antigonish,Nova Scotia,NS,45.6168,-61.9986,1650,12690,5,15,1.1,2.4,2.9,3905,11580,14492,5919,4270,3325,3990,3995,2225,14250,7404
B2H,New Glasgow,Nova Scotia,NS,45.5834,-62.6486,805,14210,0,15,0.9,2.2,2.7,4435,12250,15351,6701,4065,3670,4515,4520,2810,14985,7262
B2J,Fourchu,Nova Scotia,NS,45.707,-60.4665,0,90,0,0,1,2.1,2.3,25,75,95,47,25,20,25,30,30,95,118
B2N,Truro,Nova Scotia,NS,45.3668,-63.2654,1325,18415,5,20,0.9,2.1,2.7,5520,15075,20134,9150,5100,4380,5600,5600,3750,19505,9896
B2R,Waverley,Nova Scotia,NS,44.7599,-63.5525,330,2110,5,5,0.9,2.6,2.8,780,2205,2448,948,700,705,795,795,355,2440,996
B2S,Lantz,Nova Scotia,NS,45.0209,-63.5344,615,6740,5,5,1.1,2.7,2.9,2190,6585,7374,2729,2370,1965,2250,2250,745,7360,2843
B2T,Enfield,Nova Scotia,NS,44.8749,-63.4689,1900,14280,5,10,1.1,2.8,3,4865,14925,16194,5727,5520,4445,4960,4960,1420,16175,5934
B2V,Dartmouth Morris Lake,Nova Scotia,NS,44.6529,-63.4777,1760,10790,25,15,1.1,2.8,3,3770,11440,12589,4556,4275,3315,3850,3850,1280,12590,4640
B2W,Dartmouth East Central,Nova Scotia,NS,44.6752,-63.5077,3145,28330,55,65,1,2.5,2.8,9515,27295,31812,12397,9455,8080,9760,9760,4720,31335,12679
B2X,Dartmouth North Central,Nova Scotia,NS,44.702,-63.533,1605,10190,45,20,1,2.5,2.8,3465,10105,11891,4697,3730,2815,3560,3560,1395,11800,4919
B2Y,Dartmouth South Central,Nova Scotia,NS,44.0749,-60.6062,1565,12740,10,15,0.8,2,2.6,3735,9930,14648,7232,3220,2915,3790,3790,2175,14285,7704
B2Z,Dartmouth East,Nova Scotia,NS,44.7227,-63.4223,815,7630,15,0,1,2.7,2.8,2585,7600,8464,3120,2680,2230,2690,2685,940,8450,3245
B3A,Dartmouth Southwest,Nova Scotia,NS,44.6819,-63.5768,1810,17765,15,75,0.8,1.9,2.6,4980,12905,19745,10440,4145,3705,5055,5055,2795,19615,11413
B3B,Dartmouth Northwest,Nova Scotia,NS,44.7091,-63.5869,105,985,0,0,1.2,2.7,2.9,305,890,1175,407,365,215,310,305,30,1080,432
B3E,Porters Lake,Nova Scotia,NS,44.7722,-63.3361,710,6170,10,5,1,2.7,2.9,2105,6225,6891,2581,2205,1860,2160,2160,665,6885,2689
B3G,Eastern Passage,Nova Scotia,NS,44.6169,-63.482,1245,9330,15,5,1,2.6,2.9,3150,9240,10763,4068,3350,2660,3225,3230,925,10590,4184
B3H,Halifax Lower Harbour,Nova Scotia,NS,44.6344,-63.5822,3840,14595,10,75,0.9,2,2.8,3615,10035,18874,9136,3100,3285,3650,3650,2395,18025,10877
B3J,Halifax Mid-Harbour Nova Scotia Provincial Government,Nova Scotia,NS,44.6451,-63.5762,1120,4285,5,30,0.4,1.7,2.3,925,2165,5455,3250,375,855,930,930,375,5390,4152
B3K,Halifax Upper Harbour,Nova Scotia,NS,44.662,-63.6017,3070,16635,20,65,0.7,1.9,2.5,4410,11140,20894,10552,3270,3405,4470,4465,2245,19590,11503
B3L,Halifax Central,Nova Scotia,NS,44.6508,-63.6146,2610,14700,15,65,0.9,2.1,2.7,4130,11490,17431,8169,3955,3350,4190,4185,2150,17330,8805
B3M,Halifax Bedford Basin,Nova Scotia,NS,44.6784,-63.6582,3585,25105,25,280,0.9,2.1,2.7,7720,21030,29133,13769,6810,6360,7855,7850,4050,28895,14396
B3N,Halifax South Central,Nova Scotia,NS,44.631,-63.6405,1450,11230,5,90,0.8,2.1,2.6,3525,9485,12936,6082,2995,2915,3575,3580,1985,12760,6469
B3P,Halifax North West Arm,Nova Scotia,NS,44.6139,-63.5946,1000,7175,5,40,0.9,2.2,2.7,2285,6310,8624,3724,2135,1855,2315,2320,1270,8135,3913
B3R,Halifax South,Nova Scotia,NS,44.5939,-63.6031,515,7450,5,20,1,2.2,2.7,2235,6220,8003,3547,2385,1545,2295,2290,915,7975,3942
B3S,Halifax West,Nova Scotia,NS,44.6533,-63.6675,1185,9115,10,110,0.8,2.1,2.7,2820,7580,10741,4832,2285,2440,2855,2855,1760,10240,4963
B3T,Lakeside,Nova Scotia,NS,44.5683,-63.7306,1800,14575,20,25,1,2.7,2.9,5000,14810,16452,6062,5255,4425,5130,5130,1435,16400,6338
B3V,Harrietsfield,Nova Scotia,NS,44.5199,-63.6064,530,5405,5,5,0.9,2.6,2.8,1805,5240,5945,2287,1725,1655,1865,1865,700,5940,2403
B3Z,Tantallon,Nova Scotia,NS,44.6386,-63.8687,2095,14050,5,10,1,2.7,2.9,5010,14890,16170,5925,5120,4660,5110,5105,1775,16135,6369
B4A,Bedford Southeast,Nova Scotia,NS,44.7232,-63.656,2495,14890,10,90,1.1,2.5,2.9,5060,15145,17508,6871,5525,4475,5150,5150,2320,17415,7254
B4B,Bedford Northwest,Nova Scotia,NS,44.7509,-63.7711,1595,8460,5,15,1.2,3,3.1,2960,9465,10232,3352,3690,2755,3020,3020,705,10080,3448
B4C,Lower Sackville South,Nova Scotia,NS,44.7607,-63.637,1785,17020,5,15,1,2.6,2.8,5705,16535,18922,7223,5835,4800,5895,5895,2340,18815,7378
B4E,Lower Sackville West,Nova Scotia,NS,44.8163,-63.7387,1365,15570,10,5,1.1,2.7,2.9,5060,15200,16974,6229,5635,4375,5195,5195,1450,16950,6393
B4G,Lower Sackville North,Nova Scotia,NS,44.8814,-63.6798,395,4370,0,5,1,2.9,2.9,1460,4405,4817,1669,1550,1335,1515,1515,385,4760,1703
B4H,Amherst,Nova Scotia,NS,45.8335,-64.1987,860,12920,5,5,0.9,2.2,2.7,4090,11125,13971,6131,3595,3360,4170,4170,2605,13595,7325
B4N,Kentville,Nova Scotia,NS,45.0834,-64.4988,1325,16055,5,5,0.9,2.3,2.7,5090,14130,17608,7646,4775,4160,5195,5190,2970,17340,8047
B4P,Wolfville,Nova Scotia,NS,45.0834,-64.3655,780,6890,0,15,0.8,2.2,2.7,2120,5785,7866,3448,1810,1825,2155,2155,1415,7550,4053
B4R,Coldbrook,Nova Scotia,NS,45.0668,-64.5821,215,2765,0,5,1,2.6,2.9,935,2720,2994,1131,945,820,955,950,390,2980,1193
B4V,Bridgewater,Nova Scotia,NS,44.3835,-64.5155,1135,18335,5,15,0.8,2.3,2.6,6030,16165,19714,8570,4790,5250,6120,6120,3645,19335,9462
B5A,Yarmouth,Nova Scotia,NS,43.8335,-66.1156,2170,10220,15,10,0.9,2.2,2.7,3590,9770,12688,5597,3235,2855,3680,3680,2315,12290,6335
B6L,Truro,Nova Scotia,NS,45.4093,-63.2114,800,12030,5,0,1,2.6,2.8,3945,11405,12840,4996,3910,3475,4020,4025,1700,12810,5237
B9A,Port Hawkesbury,Nova Scotia,NS,45.6168,-61.3485,550,4125,0,0,1,2.4,2.8,1355,3905,4734,1968,1400,1125,1385,1385,710,4665,2205
C0A,Kings and Queens counties (Elmira),Prince Edward Island,PE,46.1668,-62.6487,3925,39490,10,110,1.1,2.5,2.9,12835,37865,43792,16991,13720,11100,13050,13045,6410,43140,22107
C0B,Prince County (Portage),Prince Edward Island,PE,46.6023,-63.9583,4510,24575,55,10,1,2.5,2.9,8775,25650,29418,11457,9020,7680,8945,8945,4590,28995,14720
C1A,Charlottetown Southeast Prince Edward Island Provincial Government,Prince Edward Island,PE,46.2716,-63.0165,3580,24595,20,395,1,2.2,2.8,7530,21190,29357,12936,7525,6005,7660,7665,4515,28355,13965
C1B,Stratford,Prince Edward Island,PE,46.2179,-63.0795,1380,7110,10,45,1,2.6,2.9,2525,7455,8533,3274,2630,2260,2565,2565,1055,8450,3498
C1C,Charlottetown North,Prince Edward Island,PE,46.2687,-63.0997,270,2345,5,10,0.9,2.3,2.7,790,2175,2630,1136,730,635,800,805,405,2630,1228
C1E,Charlottetown West,Prince Edward Island,PE,46.3451,-63.2011,1255,8500,20,135,1,2.6,2.9,2945,8745,10122,3719,3115,2630,2995,2995,1055,9840,4011
C1N,Summerside,Prince Edward Island,PE,46.3959,-63.7876,2080,13975,15,10,0.9,2.3,2.8,4745,13295,16352,6949,4515,3955,4820,4825,2825,15980,7414
E1A,Dieppe Moncton East,New Brunswick,NB,46.0967,-64.7087,26185,10360,2995,55,0.9,2.3,2.8,11400,31905,40191,16805,10460,9870,11575,11575,4700,39375,18215
E1B,Riverview,New Brunswick,NB,46.0545,-64.816,5055,13870,40,5,1,2.4,2.8,5700,16275,19149,7750,5565,4920,5795,5795,2880,18970,8038
E1C,Moncton Central,New Brunswick,NB,46.0987,-64.8036,10915,12200,515,65,0.8,2,2.6,6010,15785,24231,11746,4955,4715,6110,6105,3860,23415,13004
E1E,Moncton West,New Brunswick,NB,46.0771,-64.8529,3505,6530,95,15,0.8,2.2,2.7,2930,7910,10442,4709,2460,2485,2970,2970,1990,10140,4978
E1G,Moncton Northwest,New Brunswick,NB,46.1797,-64.9484,7580,12140,250,50,1,2.7,2.9,6100,17945,20134,7495,6180,5520,6245,6240,1805,19990,7760
E1H,"Lakeville, Shediac Bridge",New Brunswick,NB,46.1732,-64.6957,3970,3020,290,0,0.8,2.4,2.6,2330,6245,7320,3076,1800,2075,2370,2370,900,7285,3216
E1J,Coverdale,New Brunswick,NB,45.9976,-64.8483,675,2700,5,0,0.9,2.6,2.8,1060,3035,3377,1291,965,980,1095,1090,425,3380,1314
E1N,Miramichi South,New Brunswick,NB,46.9501,-65.3239,1660,9730,40,10,0.9,2.4,2.7,3440,9550,11733,4832,3125,2910,3515,3515,2225,11355,5408
E1V,Miramichi North,New Brunswick,NB,47.1942,-65.9381,2835,10615,45,20,0.9,2.3,2.7,4145,11495,13573,5755,3795,3470,4235,4235,2255,13490,6199
E1W,Caraquet,New Brunswick,NB,47.7941,-64.9386,3065,25,3710,0,0.8,2.2,2.6,2080,5510,6936,3083,1685,1710,2115,2115,1285,6780,3314
E1X,Tracadie-Sheila,New Brunswick,NB,47.5144,-64.9181,6435,70,7375,0,0.9,2.4,2.7,4130,11540,14015,5729,3915,3365,4265,4265,2085,13675,6173
E2A,Bathurst,New Brunswick,NB,47.6181,-65.6511,10495,5595,1215,15,0.8,2.2,2.6,5320,14170,17714,7873,4190,4580,5400,5395,3380,17265,8748
E2E,"Rothesay, Quispamsis",New Brunswick,NB,45.4137,-65.982,4130,15155,35,35,1.2,2.8,3,5705,17595,19437,6968,6680,5105,5805,5805,2260,19230,7192
E2G,Quispamsis,New Brunswick,NB,45.4534,-65.931,860,4025,15,5,1,2.7,2.9,1505,4505,4978,1785,1590,1370,1545,1545,465,4905,1821
E2H,"Saint John Northeast, Renforth",New Brunswick,NB,45.35,-66.0101,755,4035,0,5,1,2.5,2.8,1445,4195,4819,1911,1495,1220,1485,1480,780,4790,2012
E2J,Saint John East,New Brunswick,NB,45.2563,-65.9432,1870,14335,15,40,0.9,2.2,2.7,4650,12655,16506,7183,4255,3635,4770,4770,2740,16000,7626
E2K,Saint John North,New Brunswick,NB,45.3053,-66.0808,2395,14805,40,115,1,2.2,2.7,4645,13000,17722,7921,4840,3425,4730,4735,2505,17135,8753
E2L,Saint John Central,New Brunswick,NB,45.2717,-66.0584,1110,6595,5,40,0.9,1.8,2.5,1705,4360,8092,4218,1530,1105,1725,1725,940,7515,5002
E2M,Saint John West,New Brunswick,NB,45.2347,-66.1749,2760,16460,25,25,1,2.3,2.7,5640,15825,19537,8231,5520,4540,5765,5765,3115,19130,8791
E2N,Saint John Lakewood,New Brunswick,NB,45.3176,-65.9271,545,3805,0,0,0.9,2.6,2.8,1345,3885,4358,1657,1310,1190,1385,1385,590,4355,1718
E2P,Saint John Red Head,New Brunswick,NB,45.2426,-65.9847,160,1290,5,0,1,2.6,2.8,450,1290,1454,556,450,380,465,460,190,1455,583
E2R,Saint John Grandview,New Brunswick,NB,46.0368,-66.0373,,,,,,,,,,10,4,,,,,,,4
E2S,Saint John Loch Lomond,New Brunswick,NB,45.3371,-65.8133,1060,5840,5,0,1,2.7,2.9,2105,6280,6908,2521,2225,1895,2165,2160,580,6910,2652
E2V,Oromocto,New Brunswick,NB,45.8351,-66.4792,2850,11490,335,10,1.1,2.6,2.9,4160,12510,14709,5519,4560,3700,4255,4260,1245,14450,5785
E3A,Fredericton North,New Brunswick,NB,46.0401,-66.3862,5015,21820,85,30,1,2.4,2.8,7900,22275,27273,11353,7740,6485,8050,8050,3900,26845,11883
E3B,Fredericton South New Brunswick Provincial Government,New Brunswick,NB,45.8119,-66.6763,8515,26360,130,190,0.9,2.2,2.7,9315,25770,35535,15727,8260,8070,9440,9440,4495,34900,17201
E3C,"Fredericton Southwest, New Maryland",New Brunswick,NB,45.902,-66.7057,2975,7840,60,35,1,2.6,2.9,3365,9900,10933,4112,3410,3090,3400,3400,1255,10895,4191
E3E,Kingsclear,New Brunswick,NB,45.8834,-66.9156,960,3380,20,0,1,2.7,2.9,1350,3985,4394,1604,1405,1205,1375,1375,450,4350,1647
E3G,Fredericton,New Brunswick,NB,46.0546,-66.7344,1655,6405,25,15,1,2.7,2.9,2490,7300,8120,3057,2525,2245,2535,2535,865,8105,3158
E3L,St. Stephen,New Brunswick,NB,45.1804,-67.2953,865,8315,0,10,0.9,2.3,2.7,2720,7595,9325,3996,2560,2265,2770,2770,1525,9175,4294
E3N,Campbellton,New Brunswick,NB,48.0075,-66.6727,7815,3515,2520,10,0.8,2.2,2.6,4160,11215,14319,6228,3530,3440,4245,4245,2625,13730,6761
E3V,Edmundston,New Brunswick,NB,47.3737,-68.3251,7275,185,3935,10,0.8,2.1,2.6,3395,8935,11818,5476,2610,2900,3425,3425,2100,11320,5935
E3Y,Grand Falls Northeast,New Brunswick,NB,47.1683,-67.6207,5920,425,1270,5,0.9,2.4,2.7,2385,6665,7747,3134,2115,2120,2430,2430,1035,7590,3223
E3Z,Grand Falls Central,New Brunswick,NB,46.9266,-67.7466,2880,915,445,0,0.9,2.3,2.7,1250,3495,4272,1875,1140,1080,1275,1275,730,4225,2010
E4A,Bathurst,New Brunswick,NB,46.1599,-65.8102,180,2895,0,0,0.7,2.1,2.5,990,2540,3079,1454,675,855,1005,1000,755,3075,1794
E4B,Minto,New Brunswick,NB,46.0848,-66.0622,535,3900,0,5,0.8,2.2,2.6,1390,3685,4475,1990,1090,1175,1415,1415,965,4400,2561
E4C,Youngs Cove,New Brunswick,NB,45.8693,-65.9006,180,2075,0,0,0.7,2.2,2.6,695,1830,2349,1053,495,625,710,710,580,2255,2173
E4E,Sussex,New Brunswick,NB,45.7227,-65.5066,1110,7900,5,5,1,2.3,2.8,2660,7555,9113,3891,2570,2280,2705,2705,1620,8995,4250
E4G,Smiths Creek,New Brunswick,NB,45.8552,-65.4795,320,2390,0,0,1,2.6,2.9,805,2410,2724,1043,830,745,830,830,395,2710,1129
E4H,Hillsborough,New Brunswick,NB,45.9199,-64.6552,450,3700,0,0,0.8,2.3,2.7,1290,3490,4206,1797,1065,1110,1310,1310,725,4110,2134
E4J,Salisbury,New Brunswick,NB,46.0391,-65.0463,810,4000,0,0,0.9,2.4,2.7,1480,4145,4876,1942,1335,1295,1510,1515,715,4760,2043
E4K,Dorchester,New Brunswick,NB,45.9016,-64.508,4035,1305,410,0,0.8,2.4,2.7,1825,5000,6476,2390,1490,1655,1860,1860,870,5725,2573
E4L,Sackville,New Brunswick,NB,45.9188,-64.3845,1385,5820,5,5,0.9,2.3,2.7,2120,5890,7367,3091,1860,1880,2150,2150,1270,7195,3586
E4M,Bayfield,New Brunswick,NB,46.0919,-64.0173,210,1625,5,5,0.7,2.2,2.6,590,1540,1872,822,435,510,600,600,450,1840,1652
E4N,Cap-Pelé,New Brunswick,NB,46.2129,-64.2784,2890,470,315,10,0.8,2.5,2.7,1135,3130,3715,1489,925,1040,1175,1170,585,3680,1769
E4P,Shediac,New Brunswick,NB,46.2198,-64.5411,9955,2470,960,0,0.8,2.3,2.6,4185,11225,13749,5762,3225,3710,4285,4290,2415,13260,7233
E4R,Cocagne,New Brunswick,NB,46.3324,-64.6187,4900,815,505,0,0.7,2.3,2.6,2030,5390,6253,2658,1440,1865,2085,2080,1190,6205,3973
E4S,Bouctouche,New Brunswick,NB,46.4684,-64.739,5555,490,865,0,0.8,2.3,2.6,2155,5760,7056,2978,1660,1880,2210,2215,1385,6815,3599
E4T,Bass River,New Brunswick,NB,46.3042,-64.972,890,1260,80,0,0.8,2.4,2.7,675,1880,2233,948,580,600,695,700,435,2225,1113
E4V,Saint-Antoine,New Brunswick,NB,46.3629,-64.7499,3495,465,400,0,0.8,2.4,2.7,1360,3760,4455,1795,1150,1220,1390,1395,665,4350,2119
E4W,Richibucto,New Brunswick,NB,46.6807,-64.8804,4255,3420,390,15,0.9,2.3,2.7,2410,6655,8129,3464,2290,1900,2465,2465,1320,8050,4053
E4X,St-Louis-de-Kent,New Brunswick,NB,46.7401,-64.9698,2310,225,375,0,0.8,2.3,2.6,925,2475,3050,1269,725,810,940,940,555,2900,1380
E4Y,Rogersville,New Brunswick,NB,46.7345,-65.427,2440,215,425,0,0.7,2.2,2.6,965,2570,3173,1357,685,895,985,985,660,3055,1484
E4Z,Petitcodiac,New Brunswick,NB,45.9394,-65.1802,690,5065,5,5,0.9,2.4,2.7,1760,4940,5771,2398,1555,1590,1800,1800,1025,5750,2860
E5A,Moores Mills,New Brunswick,NB,45.3705,-67.1737,80,1665,0,0,0.8,2.3,2.6,550,1485,1761,748,465,455,565,565,275,1745,885
E5B,St. Andrews,New Brunswick,NB,45.0845,-67.0617,395,2655,0,0,0.8,2.3,2.7,935,2500,3110,1342,740,825,935,940,595,3015,1699
E5C,St. George,New Brunswick,NB,45.1265,-66.8314,305,3955,0,20,0.9,2.4,2.7,1315,3640,4296,1790,1165,1140,1340,1340,670,4240,2053
E5E,Campobello Island,New Brunswick,NB,44.8908,-66.9318,30,870,0,0,1,2.4,2.8,275,785,925,381,275,225,280,285,185,900,641
E5G,Grand Manan Island,New Brunswick,NB,44.6976,-66.8065,110,2400,0,0,0.9,2.2,2.7,755,2060,2539,1128,670,635,760,755,460,2490,1435
E5H,Pennfield,New Brunswick,NB,45.1168,-66.6822,230,2675,5,15,0.9,2.4,2.7,885,2455,2965,1225,815,730,905,905,420,2900,1354
E5J,Lepreau,New Brunswick,NB,45.1979,-66.4308,195,1815,5,0,0.8,2.3,2.6,650,1735,2016,870,495,580,655,655,330,2010,1111
E5K,Grand Bay-Westfield,New Brunswick,NB,45.3407,-66.2528,1015,6285,10,5,1,2.6,2.8,2270,6625,7356,2767,2260,2025,2340,2340,990,7315,2928
E5L,Fredericton Junction,New Brunswick,NB,45.6604,-66.6139,250,2770,5,0,0.9,2.4,2.8,925,2620,3063,1236,855,825,950,950,495,3020,1349
E5M,Gagetown,New Brunswick,NB,45.7701,-66.1617,180,1830,5,0,0.7,2.3,2.6,620,1660,2085,864,460,565,635,635,405,1970,1023
E5N,Hampton,New Brunswick,NB,45.5288,-65.8535,1610,9915,0,5,1,2.6,2.9,3495,10215,11577,4428,3555,3090,3565,3570,1535,11455,4875
E5P,Apohaqui,New Brunswick,NB,45.7599,-65.6704,290,2280,0,0,1,2.5,2.9,770,2265,2642,1014,795,695,780,785,365,2570,1087
E5R,St. Martins,New Brunswick,NB,45.351,-65.5457,105,1400,5,0,1,2.4,2.8,450,1310,1504,613,450,395,460,465,240,1500,756
E5S,Kingston,New Brunswick,NB,45.4098,-66.0932,225,1615,0,0,0.8,2.4,2.7,585,1605,1838,767,485,525,595,595,315,1835,1025
E5T,Norton,New Brunswick,NB,45.6508,-65.7302,290,2845,0,0,1,2.5,2.9,950,2780,3171,1242,940,870,975,975,515,3140,1896
E5V,Deer Island,New Brunswick,NB,44.9862,-66.9694,30,705,0,0,0.8,2.2,2.7,225,610,731,330,190,195,230,225,150,730,485
E6A,Boiestown,New Brunswick,NB,46.4558,-66.4198,30,1240,0,0,0.9,2.4,2.7,395,1095,1297,534,350,345,405,405,295,1265,623
E6B,Stanley,New Brunswick,NB,46.3381,-66.9058,155,1485,0,0,0.9,2.4,2.8,500,1425,1679,678,485,425,515,515,280,1640,764
E6C,Durham Bridge,New Brunswick,NB,46.1168,-66.5989,305,1990,0,5,0.9,2.6,2.8,710,2055,2309,901,680,635,735,730,275,2300,952
E6E,Millville,New Brunswick,NB,46.1307,-67.1962,110,1385,5,0,0.9,2.5,2.8,460,1310,1509,606,430,405,470,475,270,1495,748
E6G,Nackawic,New Brunswick,NB,45.9967,-67.2403,370,2315,15,0,0.8,2.4,2.7,875,2385,2714,1133,725,770,885,885,515,2695,1371
E6H,Canterbury,New Brunswick,NB,45.8954,-67.4678,80,1255,0,0,0.9,2.5,2.8,420,1180,1338,542,380,380,425,420,250,1335,857
E6J,McAdam,New Brunswick,NB,45.5923,-67.307,30,1260,0,0,0.8,2.2,2.7,395,1090,1321,577,335,350,405,400,265,1285,625
E6K,Harvey,New Brunswick,NB,45.729,-67.0064,425,3220,0,0,0.8,2.4,2.7,1150,3195,3673,1509,980,1050,1170,1170,660,3635,2248
E6L,Burtts Corner,New Brunswick,NB,45.9881,-67.0338,440,4280,5,0,0.9,2.5,2.7,1515,4225,4720,1887,1325,1360,1545,1540,750,4720,2009
